article_id;title;doi;year;authors;journal;keywords;study_country;latitude;longitude;study_continent;study_subregion;country_list;is_multi_country;continent_list;is_multi_continent;researcher_country;researcher_continent;researcher_subregion;topic_id;megatopic_id;research_flow;income_group;hdi;gender_inequality_index
343;Sexual Assault Is the Biggest Risk Factor for Violence against Women in Taiwan—A Nationwide Population Cohort Study from 2000 to 2015;10.3390/ijerph19063473;2022;Miao-Ju Chwo, Shi-Hao Huang, Yao-Ching Huang, Iau-Jin Lin, Chia-Peng Yu, Chi-Hsiang Chung, Wu-Chien Chien, Chien-An Sun and Gwo-Jang Wu;Objective: To understand the main types of risk of violence against women in Taiwan. Materials and methods: This study used the outpatient, emergency, and hospitalization data of 2 million people in the National Health Insurance sample from 2000 to 2015. The International Classification of Diseases, Ninth Revision diagnostic N-codes 995.5 (child abuse) and 995.8 (adult abuse) or E-codes E960–E969 (homicide and intentional injury by others) were defined as the case study for this study, and the risks of first violent injury for boys and girls (0–17 years old), adults (18–64 years old), and elders (over 65 years old) were analyzed. Logistic regression analysis was used for risk comparison. A p value of <0.05 was considered significant. Results: The proportion of women (12–17.9 years old) who were sexually assaulted was 2.71 times that of women under the age of 12, and the risk of sexual assault for girls and adult women was 100 times that of men. Girls who were insured as labor insurance, farmers, members of water conservancy and fishery associations, low-income households, and community insured population (public insurance as the reference group) were significantly more likely to seek medical treatment from sexual assault than adult women. Among them, the risk was greatest for girls from low-income households (odds ratio = 10.74). Conclusion: Women are at higher risk of sexual assault than men regardless of whether they are children or adults, and the highest risk is for women in senior high schools, especially for girls from low-income households. Therefore, the protection of women’s personal autonomy is the direction that the government and people from all walks of life need to continue to strive for. Especially for high school students from low-income households, protection must be strengthened through education, social work, and police administration.;"sexual assault; violence; female; cohort study";TWN;25.0420743;121.614046;Ásia;Ásia Oriental;['TWN'];0;['Ásia'];0;TWN;Ásia;Ásia Oriental;22;7;Domestic;High income;0.926;0.045
344;Spousal Violence Against Women in India: A Social–Ecological Analysis Using Data From the National Family Health Survey 2015 to 2016;10.1177/0886260519881530;2019;Jaleel Ahmad, Nizamuddin Khan, and Arupendra Mozumdar;J Interpers Violence 0.0:0886260519881530;spousal violence against women,women’s empowerment,social-ecology,multilevel analysis;IND;26.4073841;93.2551303;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;IND;Ásia;Ásia Meridional;4;1;Domestic;Lower middle income;0.633;0.49
345;doi:10.3402/gha.v5i0.19006;;2012;Nguyen, PH and Nguyen, SV and Nguyen, MQ and Nguyen, NT and Keithly, SC and Mai, LT and Luong, LTT and Pham, HQ;GLOBAL HEALTH ACTION;"Gender-based violence;abortion;contraceptive use;unintended pregnancy;Thai Nguyen;Vietnam;INTIMATE PARTNER VIOLENCE;OF-THE-LITERATURE;UNINTENDED PREGNANCY;DOMESTIC VIOLENCE;REPRODUCTIVE HEALTH;UNWANTED PREGNANCY;NATIONAL SAMPLE;WOMEN;OUTCOMES;CONTRACEPTION";VNM;21.9610968;105.8440789;Ásia;Sudeste Asiático;['VNM'];0;['Ásia'];0;VNM;Ásia;Sudeste Asiático;32;5;Domestic;Lower middle income;0.703;0.296
346;Sociocultural Determinants of Attitudes Toward Domestic Violence Among Women and Men in Afghanistan: Evidence from Afghanistan Demographic and Health Survey 2015;10.1177/0886260520980400;2020;Mohammad Fazel Akbary, Tolulope Ariyo, and Quanbao Jiang;J Interpers Violence 0.0:0886260520980400;sociocultural factors,intimate partner violence,spousal violence,Afghanistan,South Asia,DHS;AFG;-23.7031927;-46.782211;Ásia;Ásia Meridional;['AFG'];0;['Ásia'];0;BRA;América;América do Sul;26;1;Cross-continental;Low income;0.478;0.678
347;Tackling alcoholism and domestic violence in fisheries—A new opportunity to improve well‐being for the most vulnerable people in global fisheries;10.1111/faf.12426;2019;Coulthard, S and White, C and Paranamana, N and Sandaruwan, KPGL and Manimohan, R and Maya, R;Fish and Fisheries 0.0:null-null;"abuse;access;conservation;gender;marine;vulnerability;SMALL-SCALE FISHERIES;ECOSYSTEM SERVICES;WIVES EMPLOYMENT;FOOD SECURITY;MENTAL-HEALTH;TRADE-OFFS;WOMEN;COMMUNITY;POVERTY;GENDER";IND;54.9787691;-1.6096401;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;GBR;Europa;Europa Ocidental;4;1;Cross-continental;Lower middle income;0.633;0.49
348;The Impact of Abuse on the Quality of Life of the Elderly: A Population-based Survey in Iran;10.3961/jpmph.19.210;2020;Honarvar B, Gheibi Z, Asadollahi A, Bahadori F, Khaksar E, Rabiey Faradonbeh M, Farjami M.;Journal of Preventive Medicine & Public Health;"Quality of Life;Iran";IRN;32.6475314;54.5643516;Ásia;Ásia Ocidental;['IRN'];0;['Ásia'];0;IRN;Ásia;Ásia Ocidental;12;3;Domestic;Lower middle income;0.774;0.457
349;doi:10.3402/gha.v7.23591;;2014;Islam TM, Tareque MI, Tiedt AD, Hoque N.;Global Health Action;"Bangladesh;Violence";BGD;24.6857908;46.6317752;Ásia;Ásia Meridional;['BGD'];0;['Ásia'];0;SAU;Ásia;Ásia Ocidental;1;1;Intra-continental;Lower middle income;0.661;0.53
350;Transfers, Behavior Change Communication, and Intimate Partner Violence: Postprogram Evidence from Rural Bangladesh;10.1162/rest_a_00791;2019;Roy, S and Hidrobo, M and Hoddinott, J and Ahmed, A;REVIEW OF ECONOMICS AND STATISTICS;"DOMESTIC VIOLENCE;WOMENS EMPOWERMENT;INDIVIDUAL-LEVEL;CREDIT PROGRAMS;PREVALENCE;MULTICOUNTRY;PATHWAYS;GENDER;HEALTH;ROLES;Bangladesh;Violence";BGD;38.8950368;-77.0365427;Ásia;Ásia Meridional;['BGD'];0;['Ásia'];0;USA;América;América do Norte;18;3;Cross-continental;Lower middle income;0.661;0.53
351;The HERrespect intervention to address violence against female garment workers in Bangladesh: study protocol for a quasi-experimental trial;10.1186/s12889-018-5442-5;2018;Mahfuz Al Mamun;BMC Public Health, 2018, doi:10.1186/s12889-018-5442-5;Intimate partner violence,Workplace violence,Female garment worker,Bangladesh,Quasi-experimental trial;BGD;24.6857908;46.6317752;Ásia;Ásia Meridional;['BGD'];0;['Ásia'];0;SAU;Ásia;Ásia Ocidental;6;6;Intra-continental;Lower middle income;0.661;0.53
352;Trafficking, Client and Police Violence, Sexual Risk and Mental Health Among Women in the Sex Industry at the Thai-Myanmar Border;10.1177/10778012211060860;2022;Michele R. Decker, Casey Branchini Risko, Nada Abshir, Aye Aye Mar, W. Courtland Robinson;Violence Against Women 2022.28:2677-2699;"violence;trafficking;migrant;sex industry;minor;sex work;mental health;sexual risk;condom;police;GENDER-BASED VIOLENCE;INJECTION-DRUG USE;HIV RISK;WORKERS;EXPLOITATION;PREVALENCE;INFECTION;COUNTRIES;BURDEN;IMPACT;Women's Health";THA;39.2908816;-76.610759;Ásia;Sudeste Asiático;['THA'];0;['Ásia'];0;USA;América;América do Norte;3;3;Cross-continental;Upper middle income;0.8;0.333
353;Violence Against Widows in Nepal: Experiences, Coping Behaviors, and Barriers in Seeking Help;;2015;Sabri B, Sabarwal S, Decker MR, Shrestha A, Sharma K, Thapa L, Surkan PJ.;;"Adaptation, Psychological;Violence;Nepal";NPL;-6.4955532;110.8440229;Ásia;Ásia Meridional;['NPL'];0;['Ásia'];0;IDN;Ásia;Sudeste Asiático;7;5;Intra-continental;Lower middle income;0.602;0.452
354;Violence experience by perpetrator and associations with HIV/STI risk and infection: a cross-sectional study among female sex workers in Karnataka, south India;10.1136/bmjopen-2017-021389;2018;Beksinska, A and Prakash, R and Isac, S and Mohan, HL and Platt, L and Blanchard, J and Moses, S and Beattie, TS;BMJ OPEN;"female sex workers;sexually transmitted infections;violence;INTIMATE-PARTNER VIOLENCE;GENDER-BASED VIOLENCE;HIV-PREVENTION;VAGINAL DISCHARGE;CONDOM BREAKAGE;PREVALENCE;WOMEN;INTERVENTION;POPULATION;BEHAVIORS;Cross-Sectional Studies;Violence;Cesarean Section;HIV-1";IND;51.4893335;-0.1440551;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;GBR;Europa;Europa Ocidental;3;3;Cross-continental;Lower middle income;0.633;0.49
355;Violence Against North Korean Refugee Women: Doubly Victimized By Repatriation and Premigration Traumatic Experiences;10.1177/10778012211032706;2022;Eunyoung Kim, Cordula von Denkowski;Violence Against Women 2022.28:2424-2447;"refugee women;traumatic incidents;repatriation;mental health problems;North Korean refugees;POSTTRAUMATIC-STRESS-DISORDER;MENTAL-HEALTH;GENDER-DIFFERENCES;PTSD;MIGRATION;Violence";KOR;37.7362205;128.8751556;Ásia;Ásia Oriental;['KOR'];0;['Ásia'];0;KOR;Ásia;Ásia Oriental;25;4;Domestic;High income;0.925;0.067
356;Understanding the Geography of Victimization: A Spatial Analysis of Intimate Partner Violence in India;10.1177/08862605221120898;2023;Kothari, R and Husain, Z and Dutta, M;J Interpers Violence 2023.38:4970-4997;"domestic violence;cultural contexts;spatial statistics;geographically weighted regression model;India;DOMESTIC VIOLENCE;MARRIED-WOMEN;SEX-RATIO;HEALTH;PREVALENCE;EDUCATION;RISK;NEIGHBORHOODS;ASSOCIATION;EMPOWERMENT;Geography;Violence";IND;22.5765464;88.3635222;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;IND;Ásia;Ásia Meridional;28;6;Domestic;Lower middle income;0.633;0.49
357;"""They see me as mentally ill"": the stigmatization experiences of Chinese menopausal women in the family";10.1186/s12905-023-02350-y;2023; Qiong Li;BMC Women's Health, https://doi.org/10.1186/s12905-023-02350-y;"Menopause;Women;Family;Stigmatization experience";CHN;32.0576549;118.7550027;Ásia;Ásia Oriental;['CHN'];0;['Ásia'];0;CHN;Ásia;Ásia Oriental;7;5;Domestic;Upper middle income;0.768;0.192
358;Intimate partner violence during pregnancy in COVID-19 pandemic: a cross-sectional study from South-west of Iran;10.1186/s12889-023-15258-x;2023;Maharlouei, Najmeh and Roozmeh, Shohreh and Roozegar, Mohammad-hassan Zahed and Shahraki, Hadi Raeisi and Bazrafshan, Khadijeh and Moradi-alamdarloo, Shaghayegh and Vardanjani, Hossein Molavi and Lankarani, Kamran B.;BMC PUBLIC HEALTH;;IRN;29.6060218;52.5378041;Ásia;Ásia Ocidental;['IRN'];0;['Ásia'];0;IRN;Ásia;Ásia Ocidental;5;5;Domestic;Lower middle income;0.774;0.457
359;An individually randomized controlled trial to determine the effectiveness of the Women for Women International Programme in reducing intimate partner violence and strengthening livelihoods amongst women in Afghanistan: trial design, methods and baseline findings;10.1186/s12889-018-5029-1;2018;Andrew Gibbs;BMC Public Health, 2018, doi:10.1186/s12889-018-5029-1;Afghanistan,Trial,Economic empowerment,Gender transformation,Intervention,Baseline;AFG;-25.7459277;28.1879101;Ásia;Ásia Meridional;['AFG'];0;['Ásia'];0;ZAF;África;África Meridional;18;3;Cross-continental;Low income;0.478;0.678
360;Contextual factors associated with gender-based violence and related homicides perpetrated by partne;;2021;Sabri B, Young AM.;Health Care Women Int.;"Survivors;India";IND;37.76263;-122.4590081;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;USA;América;América do Norte;20;7;Cross-continental;Lower middle income;0.633;0.49
361;“It is all her fault”: psychosocial correlates of the negative attitudes towards rape victims among the general population of Pakistan;10.1186/s41935-022-00320-3;2022; Syed Messum Ali;Egyptian Journal of Forensic Sciences, https://doi.org/10.1186/s41935-022-00320-3;"Rape myths acceptance;Attitudes towards rape victims;Causal attributions;Rape;Mediation analysis";PAK;31.4057118;74.1643178;Ásia;Ásia Meridional;['PAK'];0;['Ásia'];0;PAK;Ásia;Ásia Meridional;22;7;Domestic;Lower middle income;0.544;0.534
362;Predictors of spousal coercive control and its association with intimate partner violence evidence from National Family Health Survey-4 (2015-2016) India;10.1186/s12889-021-12232-3;2021; Suman Kanougiya;BMC Public Health, https://doi.org/10.1186/s12889-021-12232-3;"Coercive control;Controlling behaviour;Intimate partner violence;Violence against women;National Family Health Survey-4;India";IND;19.054999;72.8692035;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;IND;Ásia;Ásia Meridional;4;1;Domestic;Lower middle income;0.633;0.49
363;Stigma, violence and HIV vulnerability among transgender persons in sex work in Maharashtra, India;10.1080/13691058.2016.1271141;2017;Deepika Ganju;Culture, Health & Sexuality, 2017. doi:10.1080/13691058.2016.1271141;"Transgender sex workers; India; stigma; violence; HIV; community mobilisation";IND;28.6419258;77.2217499;Ásia;Ásia Meridional;['IND'];0;['Ásia'];0;IND;Ásia;Ásia Meridional;3;3;Domestic;Lower middle income;0.633;0.49
364;The COVID-19 Pandemic in the Nawalparasi District of Nepal: a mixed methods assessment of increased alcohol use and intimate partner violence;10.21203/rs.3.rs-1786122/v1;2023; Alia Cornell;BMC Public Health, https://doi.org/10.1186/s12889-023-14997-1;"COVID-19;IPV;VAW;Alcohol use;Households;Economic insecurity;Intervention;SDGs";NPL;34.0198321;-118.2780639;Ásia;Ásia Meridional;['NPL'];0;['Ásia'];0;USA;América;América do Norte;5;5;Cross-continental;Lower middle income;0.602;0.452
365;untitled;;2017;Davies, SE and True, J;INTERNATIONAL FEMINIST JOURNAL OF POLITICS;"Conflict-related sexual and gender-based violence;ethnic conflict;human rights reporting;feminist methodology;Myanmar;WOMEN;RIGHTS;RAPE;WAR";MMR;-27.9633383;153.384692;Ásia;Sudeste Asiático;['MMR'];0;['Ásia'];0;AUS;Oceania;Austrália e Nova Zelândia;24;4;Cross-continental;Lower middle income;0.585;0.467
366;Violence en route: Eritrean women asylum-seekers experiences of sexual violence while migrating to Israel;10.1080/07399332.2019.1566336;2019;Gebreyesus T, Sultan Z, Ghebrezghiabher HM, Singh N, Tol WA, Winch PJ, Davidovitch N, Surkan PJ.;Health Care for Women International;"Sex Offenses;Violence;Israel";ISR;32.0856023;34.7678668;Ásia;Ásia Ocidental;['ISR'];0;['Ásia'];0;ISR;Ásia;Ásia Ocidental;17;4;Domestic;High income;0.919;0.083
367;"Women#_#x2019;s and men#_#x2019;s reports of past-year prevalence of intimate partner violence and rape and women#_#x2019;s risk factors for intimate partner violence: A multicountry cross-sectional study in Asia and the Pacific";10.1371/journal.pmed.1002381;2017;"Rachel Jewkes, Emma Fulu, Ruchira Tabassam Naved, Esnat Chirwa, Kristin Dunkle, Regine Haard#_#x00F6;rfer, Claudia Garcia-Moreno, on behalf of the UN Multi-country Study on Men and Violence Study Team";PLoS Med;"Cross-Sectional Studies;Cesarean Section;Prevalence";"CHN; PNG";12.5433216;104.8144914;Ásia / Oceania;Ásia Oriental / Melanésia;['CHN', 'PNG'];1;['Oceania', 'Ásia'];1;KHM;Ásia;Sudeste Asiático;30;1;Multi-national;;;
368;Violence against teachers in South Korea: negative consequences and factors leading to emotional distress;10.1891/0886-6708.vv-d-13-00184;2015;"Byongook Moon,   Merry Morash, June Oh Jang, SeokJin Jeong, ";;;KOR;;;Ásia;Ásia Oriental;['KOR'];0;['Ásia'];0;USA;América;América do Norte;15;2;Cross-continental;High income;0.925;0.067
369;Associations between exposures to occupation-related events, depression and intimate partner violenc;;2021;Gibbs, A and Abdelatif, N and Said, N and Jewkes, R;GLOBAL PUBLIC HEALTH;"Conflict;war;violence against women;survey;Palestine;structural equation model;latent class analysis;POSTTRAUMATIC-STRESS-DISORDER;PREVALENCE;WAR;Occupational Exposure;Arabs;Violence";PSE;-25.7459277;28.1879101;Ásia;Ásia Ocidental;['PSE'];0;['Ásia'];0;ZAF;África;África Meridional;31;5;Cross-continental;Lower middle income;0.715;0.37
370;Antecedents of gender gap in workforce participation: A phenomenology of psychologists and medical d;10.1080/10911359.2018.1536576;2019;Gulnaz Anjum, Anila Kamal & Sania Bilwani;"JOURNAL OF HUMAN BEHAVIOR IN THE SOCIAL ENVIRONMENT - Volume 29, Issue 2, pp. 282-299 - published 2019-02-17  ";"Antecedents of gender gap; gender discrimination; professional participation; implicit beliefs; traditional gender-roles";PAK;25.3303198;55.3956636;Ásia;Ásia Meridional;['PAK'];0;['Ásia'];0;ARE;Ásia;Ásia Ocidental;7;5;Intra-continental;Lower middle income;0.544;0.534
371;Association between domestic violence and women's quality of life;10.1590/1518-8345.1535.2901;2023;de Lucena, KDT and Vianna, RPD and do Nascimento, JA and Campos, HFC and Oliveira, ECT;REVISTA LATINO-AMERICANA DE ENFERMAGEM;"Gender Identity;Violence Against Women;Quality of Life;GENDER-BASED VIOLENCE;Violence";IRN;1.5333554;32.2166578;Ásia;Ásia Ocidental;['IRN'];0;['Ásia'];0;UGA;África;África Oriental;14;7;Cross-continental;Lower middle income;0.774;0.457
372;Care for young victims of assault in public emergency services in 2011: Sex differences;;2017;Melo, ACM and Garcia, LP;CIENCIA & SAUDE COLETIVA;"Health surveys;Young adult;Violence;Sex;EXTERNAL CAUSES;HEALTH-CARE;VIOLENCE;BRAZIL;PREVALENCE;HOMICIDES;ALCOHOL;Sex Characteristics;Emergencies";BRA;-23.3270333;-51.2073716;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;9;6;Domestic;Upper middle income;0.754;0.39
373;Experiences of Violence Against Lesbian and Bisexual Women in Brazil;10.1016/j.esxm.2021.100479;2022;Andréa Cronemberger Rufino MD, PhD;Sexual Medicine, 10 (2022) 100479. doi:10.1016/j.esxm.2021.100479;"""Gender-based Violence""; ""Homophobia""; ""Female Homosexuality""; ""Sexism""; ""Lesbian Woman""";BRA;-6.9937104;-42.1133497;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;16;3;Domestic;Upper middle income;0.754;0.39
374;Experiences of violence and abuse among internally displaced adolescent girls following a natural disaster;10.1111/jan.13316;2017;Sloand, E and Killion, C and Yarandi, H and Sharps, P and Lewis-O'Connor, A and Hassan, M and Gary, F and Cesar, NM and Campbell, D;JOURNAL OF ADVANCED NURSING;"adolescent girls;culturally sensitive research;disasters;displacement;gender-based violence;Haiti;internally displaced disaster survivors;intimate partner violence and abuse;nurses/nursing;INTIMATE PARTNER VIOLENCE;WOMENS HEALTH;PREVALENCE;COMMUNITY;Disasters;Adolescent";HTI;39.3302023;-76.6218536;América;Caribe;['HTI'];0;['América'];0;USA;América;América do Norte;2;2;Intra-continental;Lower middle income;0.535;0.636
375;Exploring the effect of time and sex in family and community violence from 2008 to 2014;10.11606/s1518-8787.2019053000910;2019;Barbosa, KGN and Rodrigues, LG and Alencar, GP and D'avila, S and Ferreira, EE and Ferreira, RC;REVISTA DE SAUDE PUBLICA;"Violence;Domestic Violence;Violence Against Women;Physical Abuse;Time Series Studies;INTIMATE PARTNER VIOLENCE;2030 AGENDA;HEALTH;PREVALENCE;WOMEN";BRA;-19.9227318;-43.9450948;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;27;6;Domestic;Upper middle income;0.754;0.39
376;Disrespect and abuse of women during the process of childbirth in the 2015 Pelotas birth cohort;10.1186/s12978-018-0495-6;2018;Marilia Arndt Mesenburg;Reproductive Health, 2018, doi:10.1186/s12978-018-0495-6;"HEALTH;CARE";BRA;-31.7699736;-52.3410161;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;11;1;Domestic;Upper middle income;0.754;0.39
377;EMERALD_IJOEM_IJOEM619078 1597..1614;;2018;Asencios-Gonzalez, Z and Vara-Horna, A and McBride, JB and Santi-Huaranca, I and Chafloque-Cespedes, R and Rosillo, AP;INTERNATIONAL JOURNAL OF EMERGING MARKETS;"Peru;Violence against women;Micro-enterprise;Economic violence;WOMENS EMPOWERMENT;DOMESTIC VIOLENCE;HEALTH;ABUSE;PREVALENCE;IMPACT;MULTICOUNTRY;CONSEQUENCES;EXPERIENCES;LIVES;Violence;Fibrinogen";PER;-12.0203794;-77.0481694;América;América do Sul;['PER'];0;['América'];0;PER;América;América do Sul;30;1;Domestic;Upper middle income;0.762;0.36
378;Factors associated with symptoms of major depression disorder among transgender women in Northeast Brazil;10.1371/journal.pone.0267795;2022;Marcelo Machado de Almeida, Luís Augusto Vasconcelos da Silva, Francisco Inácio Bastos, Mark Drew Crosland Guimarães, Carolina Coutinho, Ana Maria de Brito, Socorro Cavalcante, Inês Dourado;PLOS ONE;"QUALITY-OF-LIFE;MENTAL-HEALTH;PSYCHIATRIC COMORBIDITY;GENDER IDENTITY;SOCIAL SUPPORT;SEX WORKERS;PREVALENCE;ANXIETY;ADULTS;HIV;Depressive Disorder;Depressive Disorder, Major";BRA;13.8000382;-88.9140683;América;América do Sul;['BRA'];0;['América'];0;SLV;América;América Central;31;5;Intra-continental;Upper middle income;0.754;0.39
379;Femicide trends in Brazil: relationship between public interest and mortality rates;10.1007/s00737-018-0842-1;2018;Paulo Ricardo Saquete Martins-Filho;Arch Womens Ment Health, doi:10.1007/s00737-018-0842-1;Femicide,Violence against women,Mortality;BRA;-22.5209016;-63.792556;América;América do Sul;['BRA'];0;['América'];0;ARG;América;América do Sul;14;7;Intra-continental;Upper middle income;0.754;0.39
380;Intimate partner violence against women on the Colombia Ecuador border: a mixed-methods analysis of the liminal migrant experience;10.1186/s13031-021-00351-y;2021;Colleen Keating;Conflict and Health, 2021, doi:10.1186/s13031-021-00351-y;Displaced women,Intimate partner violence,Latin America,Liminality;NPL;51.5205473;-0.1299123;Ásia;Ásia Meridional;['NPL'];0;['Ásia'];0;GBR;Europa;Europa Ocidental;17;4;Cross-continental;Lower middle income;0.602;0.452
381;Intimate partner violence and incidence of common mental disorder;10.1590/s1518-8787.2017051006912;2017;Mendonça MFS, Ludermir AB.;Rev Saude Publica;"Mental Disorders;Violence";BRA;-8.0524236;-34.9510615;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;31;5;Domestic;Upper middle income;0.754;0.39
382;Prevalence and risk factors of intimate partner violence among women in four districts of the central region of Ghana: Baseline findings from a cluster randomised controlled trial;10.1371/journal.pone.0200874;2021;"Gabriela Kauana Silva1  Sheila Cristina Rocha-Brischiliari1 Aline Suelen Miura1 Wesley Martins1 Mariane Becker1 Marieta Fernandes Santos1";;;BRA;-24.9881257;-53.448794;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;30;1;Domestic;Upper middle income;0.754;0.39
383;Mortality risk among women exposed to violence in Brazil: a population-based exploratory analysis;10.1016/j.puhe.2019.09.019;2019;G.A. Sandoval;Public Health, 179 (2020) 45-50. doi:10.1016/j.puhe.2019.09.019;"Brazil;Violence";BRA;-10.3333333;-53.2;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;14;7;Domestic;Upper middle income;0.754;0.39
384;Prevalence and factors associated with intimate partner violence against adult women in Brazil: National Survey of Health, 2019;10.1590/1980-549720210020.supl.2;2024;Vasconcelos NM, Andrade FMD, Gomes CS, Pinto IV, Malta DC.;;"Prevalence;Health Surveys";CHN;32.812043;-96.8417201;Ásia;Ásia Oriental;['CHN'];0;['Ásia'];0;USA;América;América do Norte;30;1;Cross-continental;Upper middle income;0.768;0.192
385;Prevalence and severity of intimate partner violence in women living in eight indigenous regions of Mexico;10.1016/j.socscimed.2013.01.016;2013;Rosario Valdez-Santiago;Social Science & Medicine, 82 (2013) 51-57. doi:10.1016/j.socscimed.2013.01.016;"Intimate partner violence;Indigenous population;Women;Mexico;HEALTH;ABUSE;Prevalence;Poverty;Violence";MEX;19.3207722;-99.1514678;América;América Central;['MEX'];0;['América'];0;MEX;América;América Central;30;1;Domestic;Upper middle income;0.758;0.309
386;Prevalence and Sociodemographic Predictors of Intimate Partner Violence Against Women in El Salvador;10.1177/0886260518779065;2018;Laura Navarro-Mantas, Marta J. Velásquez, Soledad de Lemus, and Jesús L. Megías;J Interpers Violence 0.0:0886260518779065;intimate partner violence,population-based surveys,prevalence,physical violence,sexual violence,psychological violence,WHO methodology;SLV;32.8420226;-96.7937701;América;América Central;['SLV'];0;['América'];0;USA;América;América do Norte;30;1;Intra-continental;Upper middle income;0.675;0.366
387;Mortality and years of life lost to death or disability by interpersonal violence against women in Brazil: Global Burden of Disease Study, 1990 and 2019;10.1590/0037-8682-0287-2021;2021;Pinto IV, Vasconcelos NM, Corassa RB, Naghavi M, Marinho F, Malta DC.;Journal of the Brazilian Society of Tropical Medicine;Brazil;BRA;-10.3333333;-53.2;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;14;7;Domestic;Upper middle income;0.754;0.39
388;Prevalence of Intimate Partner Violence, Substance Use Disorders and Depression among Incarcerated Women in Lima, Perú;10.3390/ijerph182111134;2021;Elena Cyrus, Jorge Sanchez, Purnima Madhivanan, Javier R. Lama, Andrea Cornejo Bazo, Javier Valencia, Segundo R. Leon, Manuel Villaran, Panagiotis Vagenas, Michael Sciaudone, David Vu, Makella S. Coudray and Frederick L. Atice;"Background: Globally, there is evidence supporting the co-occurrence of intimate partner violence (IPV), substance use disorders (SUD) and mental health disorders among women in prisons, however, there is limited research investigating these domains in the Andean region where rates of female incarceration have increased. The study objective was to explore the prevalence of IPV, SUD and depression among incarcerated women in a Peruvian prison and explore associations among these variables and related correlates. Methods: 249 incarcerated women responded to a questionnaire about IPV, substance use, depression, and sexual behavior, and were screened for HIV/sexually transmitted diseases (STDs). Univariate analysis and logistic regression were used to estimate relative risk and the influence of substance use and depression on IPV rates. Results: Twelve months prior to incarceration, of the women with sexual partners pre-incarceration (n = 212), 69.3% experienced threats of violence, 61.4% experienced 1 acts of physical violence, and 28.3% reported 1 act of sexual aggression. Pre-incarceration, 68.1% of drug-using women had a SUD, and 61.7% of those who consumed alcohol reported hazardous/harmful drinking. There were 20 (8.0%) HIV/STD cases; and 67.5% of the women reported depressive symptoms. Compared to women with no experiences of physical violence, a greater proportion of women who experienced least l violent act had depressive symptoms and engaged in sex work pre-incarceration. Depression was associated with physical violence (adjusted relative risk = 1.35, 95% confidence interval: 1.14–1.58). Recommendations: The findings provide evidence of a syndemic of IPV, substance abuse and depression among incarcerated women in a Peruvian prison. To help guide policy makers, further research is needed to determine if this is indicative of trends for other at-risk women in the region, and viable options to treat these women during incarceration to prevent recidivism and other long-term negative sequalae.9pt";"women; incarceration; violence; substance-use; depression; Perú";PER;-22.6006456;-63.8190496;América;América do Sul;['PER'];0;['América'];0;ARG;América;América do Sul;13;3;Intra-continental;Upper middle income;0.762;0.36
389;Prevalence and sociogeographical inequalities of violence against women in Ecuador: a cross-sectional study;10.1186/s12939-021-01456-9;2021;Agnes Edeby;International Journal for Equity in Health, 2021, doi:10.1186/s12939-021-01456-9;Violence,Women,Prevalence,Risk difference,Ecuador;ECU;63.8201574;20.3146663;América;América do Sul;['ECU'];0;['América'];0;SWE;Europa;Europa Setentrional;28;6;Cross-continental;Upper middle income;0.74;0.362
390;Temporal trend of sexual violence against adolescent women in Brazil, 2011-2018;;2022;Viana, VAO and Madeiro, AP and Mascarenhas, MDM and Rodrigues, MTP;CIENCIA & SAUDE COLETIVA;"Sexual abuse;Adolescent;Women;Time series studies;Surveillance;ADULT WOMEN;CHILDREN;ABUSE;PREVALENCE;CHILDHOOD;PROFILE;Sex Offenses;Brazil";BRA;-5.0826631;-42.7951453;América;América do Sul;['BRA'];0;['América'];0;BRA;América;América do Sul;14;7;Domestic;Upper middle income;0.754;0.39
391;Symptoms of PTSD in a sample of female victims of sexual violence in post-earthquake Haiti;10.1016/j.jad.2014.10.067;2014;Guitele J. Rahill;Journal of Affective Disorders, 173 + (2014) 232-238. doi:10.1016/j.jad.2014.10.067;"Haiti earthquake; Haiti sexual violence; Cité Soleil; Haitian PTSD; Haitian women; Haitian victims";HTI;28.0599999;-82.4138362;América;Caribe;['HTI'];0;['América'];0;USA;América;América do Norte;31;5;Intra-continental;Lower middle income;0.535;0.636
